Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;01.497.954/0001-14;2026-02-01;1;2026-03-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380000118;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90.010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br
Classe;01.497.954/0001-14;2026-03-01;1;2026-04-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380000118;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90.010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br
Classe;01.497.954/0001-14;2026-04-01;1;2026-05-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380000118;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90.010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br
Classe;01.497.954/0001-14;2026-05-01;1;2026-06-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380000118;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90.010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br
Classe;01.497.954/0001-14;2026-06-01;1;2026-07-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380000118;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90.010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br
Classe;01.497.954/0001-14;2026-07-01;1;2026-08-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380000118;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90.010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br
Classe;01.601.918/0001-59;2026-01-01;1;2026-02-11;FORTALEZA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LTDA;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.601.918/0001-59;2026-02-01;1;2026-03-05;FORTALEZA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LTDA;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.601.918/0001-59;2026-03-01;1;2026-04-15;FORTALEZA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LTDA;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;S;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.601.918/0001-59;2026-04-01;1;2026-05-13;FORTALEZA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LTDA;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;S;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.601.918/0001-59;2026-05-01;1;2026-06-12;FORTALEZA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LTDA;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;S;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.601.918/0001-59;2026-06-01;1;2026-07-15;FORTALEZA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LTDA;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;S;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.601.918/0001-59;2026-07-01;1;2026-08-14;FORTALEZA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LTDA;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000;S;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.633.741/0001-72;2026-01-01;1;2026-02-12;FII MEMORIAL OFFICE RESP LTDA;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCTF010;508008;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;01.633.741/0001-72;2026-02-01;1;2026-03-12;FII MEMORIAL OFFICE RESP LTDA;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCTF010;508008;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;01.633.741/0001-72;2026-03-01;1;2026-04-14;FII MEMORIAL OFFICE RESP LTDA;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCTF010;508008;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;01.633.741/0001-72;2026-04-01;2;2026-08-13;FII MEMORIAL OFFICE RESP LTDA;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCTF010;508008;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;01.633.741/0001-72;2026-05-01;1;2026-06-12;FII MEMORIAL OFFICE RESP LTDA;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCTF010;508008;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;01.633.741/0001-72;2026-06-01;2;2026-08-13;FII MEMORIAL OFFICE RESP LTDA;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCTF010;508008;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;01.633.741/0001-72;2026-07-01;1;2026-08-13;FII MEMORIAL OFFICE RESP LTDA;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCTF010;508008;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;01.636.325/0001-28;2026-01-01;1;2026-02-13;PATEO MOINHOS FII RL;1998-03-11;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;01.636.325/0001-28;2026-02-01;1;2026-03-13;PATEO MOINHOS FII RL;1998-03-11;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;01.636.325/0001-28;2026-03-01;1;2026-04-15;PATEO MOINHOS FII RL;1998-03-11;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;01.636.325/0001-28;2026-04-01;1;2026-05-15;PATEO MOINHOS FII RL;1998-03-11;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;01.636.325/0001-28;2026-05-01;1;2026-06-15;PATEO MOINHOS FII RL;1998-03-11;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;01.636.325/0001-28;2026-06-01;1;2026-07-15;PATEO MOINHOS FII RL;1998-03-11;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;01.636.325/0001-28;2026-07-01;1;2026-08-14;PATEO MOINHOS FII RL;1998-03-11;INVESTIDOR QUALIFICADO;BRPMOVCTF008;234900;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;01.657.856/0001-05;2026-01-01;1;2026-02-13;SCP - FUNDO DE INVESTIMENTO IMOBILIARIO;1996-10-31;INVESTIDORES EM GERAL;BRRTELCTF001;4200000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;01.657.856/0001-05;2026-02-01;1;2026-03-13;SCP - FUNDO DE INVESTIMENTO IMOBILIARIO;1996-10-31;INVESTIDORES EM GERAL;BRRTELCTF001;4200000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;01.657.856/0001-05;2026-03-01;1;2026-04-15;SCP - FUNDO DE INVESTIMENTO IMOBILIARIO;1996-10-31;INVESTIDORES EM GERAL;BRRTELCTF001;4200000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;01.657.856/0001-05;2026-04-01;1;2026-05-15;SCP - FUNDO DE INVESTIMENTO IMOBILIARIO;1996-10-31;INVESTIDORES EM GERAL;BRRTELCTF001;4200000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;01.657.856/0001-05;2026-05-01;1;2026-06-15;SCP - FUNDO DE INVESTIMENTO IMOBILIARIO;1996-10-31;INVESTIDORES EM GERAL;BRRTELCTF001;4200000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;01.657.856/0001-05;2026-06-01;1;2026-07-14;SCP - FUNDO DE INVESTIMENTO IMOBILIARIO;1996-10-31;INVESTIDORES EM GERAL;BRRTELCTF001;4200000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;01.657.856/0001-05;2026-07-01;1;2026-08-14;SCP - FUNDO DE INVESTIMENTO IMOBILIARIO;1996-10-31;INVESTIDORES EM GERAL;BRRTELCTF001;4200000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Fundo;01.964.775/0001-40;2026-01-01;1;2026-02-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES;2005-11-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRGEOGCTF005;12583000;S;S;;Educacional;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO BMG CONSIGNADO S.A.;50585090000106;AVENIDA JUSCELINO KUBITSCHEK;1830;SALA 101 BL 01;ITAIM BIBI;SÃO PAULO;SP;04543-000;11 2847-7491;;;N/C;barbara.foliveira@bancobmg.com.br
Fundo;01.964.775/0001-40;2026-02-01;1;2026-03-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES;2005-11-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRGEOGCTF005;12583000;S;S;;Educacional;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO BMG CONSIGNADO S.A.;50585090000106;AVENIDA JUSCELINO KUBITSCHEK;1830;SALA 101 BL 01;ITAIM BIBI;SÃO PAULO;SP;04543-000;11 2847-7491;;;N/C;barbara.foliveira@bancobmg.com.br
Fundo;01.964.775/0001-40;2026-03-01;1;2026-04-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES;2005-11-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRGEOGCTF005;12583000;S;S;;Educacional;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO BMG CONSIGNADO S.A.;50585090000106;AVENIDA JUSCELINO KUBITSCHEK;1830;SALA 101 BL 01;ITAIM BIBI;SÃO PAULO;SP;04543-000;11 2847-7491;;;N/C;barbara.foliveira@bancobmg.com.br
Fundo;01.964.775/0001-40;2026-04-01;1;2026-05-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES;2005-11-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRGEOGCTF005;12583000;S;S;;Educacional;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO BMG CONSIGNADO S.A.;50585090000106;AVENIDA JUSCELINO KUBITSCHEK;1830;SALA 101 BL 01;ITAIM BIBI;SÃO PAULO;SP;04543-000;11 2847-7491;;;N/C;barbara.foliveira@bancobmg.com.br
Fundo;01.964.775/0001-40;2026-05-01;1;2026-06-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES;2005-11-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRGEOGCTF005;12583000;S;S;;Educacional;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO BMG CONSIGNADO S.A.;50585090000106;AVENIDA JUSCELINO KUBITSCHEK;1830;SALA 101 BL 01;ITAIM BIBI;SÃO PAULO;SP;04543-000;11 2847-7491;;;N/C;barbara.foliveira@bancobmg.com.br
Fundo;01.964.775/0001-40;2026-06-01;1;2026-07-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES;2005-11-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRGEOGCTF005;12583000;S;S;;Educacional;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO BMG CONSIGNADO S.A.;50585090000106;AVENIDA JUSCELINO KUBITSCHEK;1830;SALA 101 BL 01;ITAIM BIBI;SÃO PAULO;SP;04543-000;11 2847-7491;;;N/C;barbara.foliveira@bancobmg.com.br
Fundo;01.964.775/0001-40;2026-07-01;1;2026-08-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES;2005-11-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRGEOGCTF005;12583000;S;S;;Educacional;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO BMG CONSIGNADO S.A.;50585090000106;AVENIDA JUSCELINO KUBITSCHEK;1830;SALA 101 BL 01;ITAIM BIBI;SÃO PAULO;SP;04543-000;11 2847-7491;;;N/C;barbara.foliveira@bancobmg.com.br
Classe;02.508.235/0001-14;2026-01-01;1;2026-02-13;LOGINVEST FII INDUSTRIAL DE RESPONSABILIDADE LIMITADA;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;N;;Logística;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;02.508.235/0001-14;2026-02-01;1;2026-03-10;LOGINVEST FII INDUSTRIAL DE RESPONSABILIDADE LIMITADA;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;N;;Logística;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;02.508.235/0001-14;2026-03-01;1;2026-04-10;LOGINVEST FII INDUSTRIAL DE RESPONSABILIDADE LIMITADA;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;N;;Logística;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;02.508.235/0001-14;2026-04-01;1;2026-05-14;LOGINVEST FII INDUSTRIAL DE RESPONSABILIDADE LIMITADA;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;N;;Logística;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;02.508.235/0001-14;2026-05-01;1;2026-06-15;LOGINVEST FII INDUSTRIAL DE RESPONSABILIDADE LIMITADA;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;N;;Logística;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;02.508.235/0001-14;2026-06-01;1;2026-07-15;LOGINVEST FII INDUSTRIAL DE RESPONSABILIDADE LIMITADA;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;N;;Logística;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br
Classe;02.508.235/0001-14;2026-07-01;1;2026-08-14;LOGINVEST FII INDUSTRIAL DE RESPONSABILIDADE LIMITADA;1998-06-10;INVESTIDORES EM GERAL;BRLGVTCTF016;17100;N;N;;Logística;Definida;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br
Classe;03.251.720/0001-18;2026-01-01;1;2026-02-13;FII PROJ AGUA BRANCA;2023-12-29;INVESTIDORES EM GERAL;BRFPABCTF011;750000;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;03.251.720/0001-18;2026-02-01;1;2026-03-13;FII PROJ AGUA BRANCA;2023-12-29;INVESTIDORES EM GERAL;BRFPABCTF011;750000;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
