Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;_data;_versao;_cnpj;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Patrimonio_Liquido;Valor_Patrimonial_Cotas;Cotas_Emitidas;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes;Percentual_Despesas_Taxa_Administracao
Classe;13.842.683/0001-76;2026-07-01;1;2026-08-13;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOB;2012-11-14;INVESTIDOR QUALIFICADO;BRVLJSCTF004;26068.6439189;N;N;;Escritórios;Definida;Determinado;2021-07-14;31/12;S;S;N;S;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;informacoesregulatorias@planner.com.br;2026-07-01;1;13842683000176;9;0;16713684.45;641.141307618323;26068.6439189;0.122447;0;0;0.000418
Classe;13.920.018/0001-53;2026-07-01;1;2026-08-04;FII PLANNER 2478 - CICA JUNDIAI FII;2013-07-01;INVESTIDOR PROFISSIONAL;BRRGCCCTF001;40501.13111128;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Jardim Paulistano;São Paulo;SP;04538-132;(11) 3504-6800;;;www.planner.com.br;informacoesregulatorias@planner.com.br;2026-07-01;1;13920018000153;26;16;82604527.43;2039.56099900118;40501.13111128;-0.002835;0;0;0.000221941830192491
Classe;13.974.819/0001-00;2026-07-01;1;2026-08-14;FII OURINVEST LOGISTICA - RESPONSABILIDADE LIMITADA;2013-01-23;INVESTIDORES EM GERAL;BROULGCTF001;2468098.99;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;OURIBANK S.A. BANCO MULTIPLO;78632767000120;AV PAULISTA;1728;SLJ 1 2 3 4 5 7 ANDAR;BELA VISTA;SAO PAULO;SP;01.310-919;4081-4402;4081-4576;4081-4444;ouribank.com;admfundos@ouribank.com;2026-07-01;1;13974819000100;2780;0;67169531.99;27.2150883178312;2468098.99;-0.038838;0;0;0.000692
Classe;14.056.001/0001-62;2026-07-01;1;2026-08-14;PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-08-19;INVESTIDOR QUALIFICADO;BRPRSNCTF005;323124.7;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;14056001000162;485;;8379160.01;25.9316604704004;323124.7;-0.004807;0;0;0.000389
Classe;14.074.706/0001-02;2026-07-01;1;2026-08-13;SUPREME REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-29;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;43785754.8497037;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;SEFER INVESTIMENTOS DTVM LTDA;00329598000167;AV BRIGADEIRO FARIA LIMA;3900;6º ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451-000;11 3113-0060;;;www.seferinvestimentos.com.br;informeslegais@seferinvestimentos.com.br;2026-07-01;1;14074706000102;18;0;732524004.39;16.7297333779997;43785754.8497037;-0.0047;0;0;0.00016
Classe;14.080.689/0001-16;2026-07-01;1;2026-08-14;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;14080689000116;728;;12873902.45;13.4903578419455;954304;0.004907;0;0;0.001347
Classe;14.088.246/0001-71;2026-07-01;1;2026-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;;Shoppings;Ativa;Determinado;2026-07-30;31/12;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;informacoesregulatorias@planner.com.br;2026-07-01;1;14088246000171;9;0;94593681.94;410029.390320996;230.69976;0.006734;0;0;0.000137
Classe;14.149.745/0001-21;2026-07-01;1;2026-08-13;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-02-07;INVESTIDOR PROFISSIONAL;0;1309714340.81;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;27652684000162;PRAIA DE BOTAFOGO;228;9 ANDAR;BOTAGOFO;RIO DE JANEIRO;RJ;22250-906;(21) 3923-3000;;;www.genial.com.vc;middleadm@genial.com.vc;2026-07-01;1;14149745000121;3;;687686001.87;0.525065642516136;1309714340.81;-0.013492;0;0;0.000606
Fundo;14.217.108/0001-45;2026-07-01;1;2026-08-11;F.I.I. INDUSTRIAL DO BRASIL RESPONSABILIDADE LIMITADA;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;;Logística;Definida;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C. C. V. M. LTDA.;00336036000140;Avenida Brigadeiro Faria Lima;1.800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4141;;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2026-07-01;1;14217108000145;13795;13767;407861235.81;595.41786249635;685000;0.006921;0.004545;0;0.000167
Classe;14.376.247/0001-11;2026-07-01;1;2026-08-12;BM BRASCAN LAJES FII;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;14376247000111;1187;1168;109929761.85;110.10538;998405;-1E-06;-1E-06;0;0.00057
Classe;14.410.722/0001-29;2026-07-01;1;2026-08-12;TIVIO RENDA IMOBILIÁRIA;2023-09-18;INVESTIDORES EM GERAL;BRBBPOCTF003;15919690;S;N;;Escritórios;Ativa;Indeterminado;;30/06;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2026-07-01;1;14410722000129;58307;;1598815417.44;100.430059721012;15919690;0.009537;0.010444;0;0.000209
Classe;14.413.342/0001-48;2026-07-01;1;2026-08-14;FII RENDA CORPORATIVA ANGICO;2014-12-18;INVESTIDOR PROFISSIONAL;BRANGCCTF004;25944;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;14413342000148;3;;315389478.66;12156.5478977798;25944;-0.071878;;;0.000751919788217326
Classe;14.423.780/0001-97;2026-07-01;1;2026-08-14;KINEA II REAL ESTATE EQUITY FII RESPONSABILIDADE LIMITADA;2011-12-01;INVESTIDOR QUALIFICADO;BRKNRECTF006;18547161.2;N;N;;Residencial;Ativa;Determinado;2023-08-14;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2026-07-01;1;14423780000197;5264;;11933668.58;0.643422918004293;18547161.2;0.002325;0;0;4.3E-05
Classe;14.609.653/0001-87;2026-07-01;1;2026-08-14;JHSF CATARINA FII LTDA;2025-10-07;INVESTIDOR QUALIFICADO;BRJCATCTF005;71134.9855;N;N;;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 4090-2223;11 3138-4061;https://www.daycoval.com.br/investimento;informes.regulatorios@bancodaycoval.com.br;2026-07-01;1;14609653000187;24;;49326799.64;693.425314;71134.9855;-0.00063131;0;0;0.000593
Classe;14.631.148/0001-39;2026-07-01;1;2026-08-07;HAZ FUNDO DE INVESTIMENTO IMOBILIARIO;2012-04-01;INVESTIDORES EM GERAL;BRATCRCTF008;928908.19633869;N;N;;Multicategoria;Ativa;Determinado;2023-11-09;30/06;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br;2026-07-01;1;14631148000139;33;;68965403.04;74.2435079288013;928908.19633869;0.003404;0;0;0.000182700302537084
Classe;14.721.889/0001-00;2026-07-01;1;2026-08-14;FUNDO DE INVESTIMENTO IMOBILIARIO POLO SHOPPING INDAIATUBA;2012-12-20;INVESTIDOR PROFISSIONAL;BRVPSICTF007;8071897;N;N;;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;14721889000100;125;;271256473.22;33.6050463998735;8071897;0.00855;0.008547;;0.000125158561552428
Classe;14.788.492/0001-36;2026-07-01;1;2026-08-14;PATEO BANDEIRANT FII;2013-01-21;INVESTIDOR QUALIFICADO;BRPATBCTF004;4126575;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;14788492000136;1;0;951435015.23;230.56288;4126575;0.067635;0.005176;0;0.000396
Classe;14.793.782/0001-78;2026-07-01;2;2026-08-14;NEWPORT RENDA URBANA FII;2011-12-20;INVESTIDOR QUALIFICADO;BRNEWUCTF005;762705;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc;2026-07-01;2;14793782000178;1041;1025;71817523.22;94.1616001206233;762705;-0.000733;0.007374;0;0.00155889516903894
Classe;15.006.267/0001-63;2026-07-01;1;2026-08-12;V2 ED CORP FII RL;2012-11-08;INVESTIDORES EM GERAL;BRXTEDCTF006;9900000;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;15006267000163;2433;2426;146189801.1;14.766647;9900000;0;0;0;0.001067
Classe;15.006.286/0001-90;2026-07-01;1;2026-08-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO;2012-04-20;INVESTIDORES EM GERAL;BRRNGOCTF003;2676000;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2026-07-01;1;15006286000190;6391;;225181949.59;84.1487106091181;2676000;0.00735;0.006187;0;0.000292
Classe;15.098.422/0001-19;2026-07-01;1;2026-08-14;PLUS FII;2013-12-06;INVESTIDORES EM GERAL;BRVTPLCTF009;1386242;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;15098422000119;125;123;166822814.27;120.341769;1386242;0.004989;0.00424;0;0.00025
Classe;15.333.306/0001-37;2026-07-01;1;2026-08-14;GALERIA FII;2012-08-27;INVESTIDORES EM GERAL;BREDGACTF001;3812055;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;15333306000137;3477;3455;162749617.62;42.693408;3812055;0;0;0;0.000257
Classe;15.348.117/0001-38;2026-07-01;1;2026-08-04;FII PLANNER 2472 - SUCESS FII;2012-09-14;INVESTIDOR PROFISSIONAL;BRBRSSCTF004;1000.5181519;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Jardim Paulistano;São Paulo;SP;04538-132;(11) 3504-6800;;;www.planner.com.br;informacoesregulatorias@planner.com.br;2026-07-01;1;15348117000138;3;0;100662380.16;100610.248768441;1000.5181519;-0.000804;0;0;0.000387433715932512
Classe;15.447.108/0001-02;2026-07-01;1;2026-08-14;GAZIT MALLS FII;2018-03-01;INVESTIDOR QUALIFICADO;BRISSHCTF000;23297836;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;15447108000102;7836;7756;2024450865.6;86.894374;23297836;0.003202;0.003614;0;3.6E-05
Classe;15.447.110/0001-73;2026-07-01;1;2026-08-14;SHOPP CIDADE JD FII;2012-04-12;INVESTIDOR QUALIFICADO;BRALVSCTF003;458982590;N;N;;Shoppings;Definida;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;15447110000173;3;0;1040518523.4;2.267011;458982590;0.003175;0.005059;0;0.000292
Classe;15.461.076/0001-91;2026-07-01;1;2026-08-07;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;2012-08-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRBRHTCTF005;1841677;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br;2026-07-01;1;15461076000191;11;;107791308.5;58.5288888876823;1841677;-0.000833;0;0;0.000231929645793287
Classe;15.463.207/0001-70;2026-07-01;1;2026-08-14;INHAUMA FII;2023-12-28;INVESTIDOR QUALIFICADO;BR0NDOCTF003;10933;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO FATOR S.A.;33644196000106;R. DR. RENATO PAES DE BARROS;1017;12º andar;ITAIM BIBI;SÃO PAULO;SP;04530-001;55-(11)30499100;;;www.bancofator.com.br;fundosimobiliarios@fator.com.br;2026-07-01;1;15463207000170;3;2;843835610.36;77182.4394365682;10933;0.008486;0.00662;0;0.000137
Classe;15.489.509/0001-17;2026-07-01;1;2026-08-13;JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-04-27;INVESTIDORES EM GERAL;BRVJFDCTF008;4876129.3194;N;N;;Outros;Ativa;Indeterminado;;2026-12-31 00:00:00;N;N;S;N;N;QI CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000158;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br;2026-07-01;1;15489509000117;105;105;833920761.09;171.021051015237;4876129.3194;0.000147;0;0;8.212E-05
Classe;15.538.445/0001-05;2026-07-01;1;2026-08-14;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-03-01;INVESTIDORES EM GERAL;BRSPTWCTF002;1798000;N;N;;Outros;Definida;Indeterminado;;31/12;S;N;N;S;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A;27652684000162;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc;2026-07-01;1;15538445000105;16331;;96682195.91;53.772077814238;1798000;0.008341;0.008368;0;0.000342532352397415
Classe;15.570.431/0001-60;2026-07-01;1;2026-08-14;BANRISUL NOVAS FRONTEIRAS FII;2012-09-11;INVESTIDORES EM GERAL;BRBNFSCTF000;700000;N;N;;Varejo;Ativa;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;15570431000160;4926;;48056175.51;68.6516793;700000;0.006244;0.007276;0;0.000566
Classe;15.576.907/0001-70;2026-07-01;1;2026-08-14;RIO BRAVO RENDA VAREJO FII DE RESPONSABILIDADE LIMITADA;2012-11-01;INVESTIDORES EM GERAL;BRRBVACTF006;165268143;N;N;;Varejo;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br;2026-07-01;1;15576907000170;93092;;1761993977.09;10.6614253969684;165268143;0.007508;0.008434;0;0.000457
Classe;15.798.220/0001-80;2026-07-01;1;2026-08-10;FII ORCHID;2020-01-02;INVESTIDOR PROFISSIONAL;0;19198.07794645;N;N;;Outros;Ativa;Indeterminado;;45838;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br;2026-07-01;1;15798220000180;1;0;124940857.35;6507.9878151606;19198.07794645;-0.000382;0;0;0.000127599572614906
Classe;15.799.397/0001-09;2026-07-01;1;2026-08-12;CEO CYRELA FII;2012-11-07;INVESTIDORES EM GERAL;BRCEOCCTF003;1815696;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;15799397000109;3552;3544;123366501.61;67.94447;1815696;-1E-06;-1E-06;0;0.000541
Classe;16.543.270/0001-89;2026-07-01;1;2026-08-07;SÃO DOMINGOS FUNDO DE INVESTIMENTO IMOBILIARIO- FII;2014-05-21;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRFISDCTF006;1072588.3504721;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br;2026-07-01;1;16543270000189;22;1;16099591.67;15.0100377865504;1072588.3504721;-0.007841;0;0;0.00519102109625119
Classe;16.671.412/0001-93;2026-07-01;1;2026-08-11;TELLUS RIO BRAVO RENDA LOGISTICA FII DE RESP LTDA;2012-11-16;INVESTIDORES EM GERAL;BRTRBLCTF007;7739092;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Jedid Jafet;222;Conjunto 32 Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br;2026-07-01;1;16671412000193;41170;;593400931.42;76.6757820452322;7739092;0.005472;0.005737;0;0.000562
Fundo;16.685.929/0001-31;2026-07-01;1;2026-08-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MACAM SHOPPING;2012-09-27;INVESTIDORES EM GERAL;BRFRLSCTF000;872900;N;N;;Shoppings;Ativa;Determinado;2026-09-27;31/12;S;N;N;S;N;MASTER SA CCTVM;33886862000112;PRAIA DE BOTAFOGO;228;1702;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;2145020100;;;www.mastercctvm.com.br;contabilidade.fundos@mastercctvm.com.br;2026-07-01;1;16685929000131;120;87;468489330.16;536.704468049032;872900;-0.001024;0;0;0.03452
Classe;16.706.958/0001-32;2026-07-01;1;2026-08-14;KINEA RENDIMENTOS IMOBILIARIOS FII RESPONSABILIDADE LIMITADA;2012-10-15;INVESTIDORES EM GERAL;BRKNCRCTF000;107089622;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2026-07-01;1;16706958000132;578802;;10978689824.66;102.518709279411;107089622;0.012551;0.012197;0;0.000958
Classe;16.802.320/0001-03;2026-07-01;1;2026-08-11;XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-03-13;INVESTIDORES EM GERAL;BRXPCMCTF009;2414570;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;OSLO CAPITAL DTVM;13673855000125;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Itaim Bibi;São Paulo;SP;04543-120;113513-3144;;;www.oslodtvm.com;admfundos@oslodtvm.com;2026-07-01;1;16802320000103;15345;15207;48795285.31;20.208685318711;2414570;-0.000716;0;0;0.00164
Classe;16.802.360/0001-47;2026-07-01;1;2026-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI;2017-04-03;INVESTIDOR QUALIFICADO;BRFSOFCTF009;12639.29917225;N;N;;Outros;Ativa;Indeterminado;;30/06;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;informacoesregulatorias@planner.com.br;2026-07-01;1;16802360000147;2;0;11032070.37;872.838772122847;12639.29917225;-0.000607;0;0;0.000624
Classe;16.841.067/0001-99;2026-07-01;1;2026-08-13;SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-03-10;INVESTIDORES EM GERAL;BRREITCTF007;26291;N;N;;Outros;Ativa;Determinado;2028-11-30;2026-12-31 00:00:00;S;S;N;S;S;QI CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000144;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br;2026-07-01;1;16841067000199;59;52;7806383.88;296.922288235518;26291;-0.011401;0;0;0.00185998
Classe;16.915.968/0001-88;2026-07-01;1;2026-08-14;MÉRITO DESENVOLVIMENTO IMOBILIÁRIO FII;2013-03-06;INVESTIDORES EM GERAL;BRMFIICTF008;6800000;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;MÉRITO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;41592532000142;Rua Funchal;418;21 andar;Vila Olimpia;São Paulo;SP;04551060;(11) 3386-2555;;;www.meritodtvm.com.br;marcos.ikuno@meritodtvm.com.br;2026-07-01;1;16915968000188;31997;0;662776461.34;97.4671266676471;6800000;-0.000853;0.003066;0;0.000934
Classe;16.924.913/0001-34;2026-07-01;1;2026-08-14;VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-06-07;INVESTIDOR QUALIFICADO;BRVREFCTF009;84100000;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;S;N;S;S;BANCO GENIAL S.A.;27652684000162;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21 )3923-3000;(21 )3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc;2026-07-01;1;16924913000134;56;21;5286713.65;0.0628622312722949;84100000;-0.00775;0;0;0.0160780412232087
