ID_Registro_Fundo;CNPJ_Fundo;Codigo_CVM;Data_Registro;Data_Constituicao;Tipo_Fundo;Denominacao_Social;Data_Cancelamento;Situacao;Data_Inicio_Situacao;Data_Adaptacao_RCVM175;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Patrimonio_Liquido;Data_Patrimonio_Liquido;Diretor;CNPJ_Administrador;Administrador;Tipo_Pessoa_Gestor;CPF_CNPJ_Gestor;Gestor
4557;33601138000103;119078;2019-08-07;2019-08-05;FIP;VINCI ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2019-11-01;2025-06-20;2026-01-01;2026-12-31;627800675.73;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;20859417000111;VINCI INFRAESTRUTURA GESTORA DE RECURSOS LTDA.
4563;33794381000187;119098;2019-09-25;2019-09-11;FIP;BRAZIL CLEAN ENERGY I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2025-06-05;Cancelado;2025-06-05;;2025-01-01;2025-12-31;16392553.38;2024-12-31;EDSON ARCHELA;28376231000113;LAD CAPITAL GESTORA DE RECURSOS LTDA;PJ;28376231000113;LAD CAPITAL GESTORA DE RECURSOS LTDA
4566;33925095000103;119129;2019-11-18;2019-06-10;FIP;GUAÍBA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2025-03-15;Cancelado;2025-03-15;;2025-01-01;2025-12-31;4130900.59;2024-12-31;MARCELO VIEIRA FRANCISCO;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;23025053000162;APEX GROUP INVESTIMENTOS LTDA.
4568;34027597000180;120224;2020-12-16;2019-06-06;FIP;PATRIA INFRAESTRUTURA ENERGIA CORE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2021-01-11;2025-06-27;2026-03-01;2027-02-28;945966026.53;2025-04-30;CINTIA SANT'ANA DE OLIVEIRA;45246410000155;BANCO GENIAL S.A.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
4569;34027608000121;120004;2020-01-16;2019-06-06;FIP;XP INFRA III FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2020-01-30;2025-06-27;2026-04-01;2027-03-31;9711308.94;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;16789525000198;XP VISTA ASSET MANAGEMENT LTDA.
4583;34218306000130;120105;2020-08-27;2020-08-07;FIP;QUASAR INFRA I  FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2020-10-06;Cancelado;2020-10-06;;;;;;ALLAN HADID;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;14084509000174;REAG SPECIALTY FINANCE LTDA.
4600;34644159000160;119117;2019-11-04;2019-07-31;FIP;PÁTRIA INFRAESTRUTURA IV FEEDER-D FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTI RESP LIMITADA;;Em Funcionamento Normal;2020-09-23;2025-06-20;2026-01-01;2026-12-31;378206753.54;2025-04-30;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
4630;35533089000136;119138;2019-12-04;2019-10-30;FIP;Patria Infraestrutura III Special Opportunities FI em Participações Multiestratégia;2023-12-19;Cancelado;2023-12-19;;2024-01-01;2024-12-31;1270284810.71;2023-09-30;DANILO CHRISTÓFARO BARBIERI;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
4636;35640741000111;120140;2020-10-14;2020-10-14;FIP;BTG PACTUAL INFRAESTRUTURA DIVIDENDOS FIP EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2020-11-20;2025-05-21;2026-04-01;2027-03-31;417078330.11;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;09631542000137;BTG PACTUAL GESTORA DE RECURSOS LTDA
4642;35640942000119;120112;2020-09-04;2020-08-10;FIP;PRISMA PROTON ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA;;Em Funcionamento Normal;2020-10-21;2025-06-17;2026-04-01;2027-03-31;397760348.25;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;53184854000131;PRISMA PRIVATE EQUITY LTDA.
4645;35641061000112;120224;2020-11-25;2020-11-13;FIP;ENDURANCE DEBT FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-01-15;2025-06-20;2026-04-01;2027-03-31;429773631.63;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM
4647;35641147000145;120116;2020-09-17;2020-09-17;FIP;VINCI INFRAESTRUTURA ÁGUA E SANEAMENTO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2021-05-26;Cancelado;2021-05-26;;;;;;ALLAN HADID;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;20859417000111;VINCI INFRAESTRUTURA GESTORA DE RECURSOS LTDA.
4648;35654738000157;121192;2021-08-02;2021-07-19;FIP;RODOVIAS DO TIETÊ FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-08-03;2025-06-30;2026-04-01;2027-03-31;200091359.03;2025-04-30;DAVID ROSSET;16695922000109;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;PJ;10467534000186;GERIBÁ INVESTIMENTOS LTDA
4672;35812806000169;119154;2019-12-19;2019-12-10;FIP;CFO INFRAESTRUTURA I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;;Em Funcionamento Normal;2020-04-20;2025-06-04;2026-01-01;2026-12-31;23225797.39;2025-04-30;RICARDO BARBIERI DE ANDRADE;00066670000100;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;PJ;12695840000103;BTG PACTUAL GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA
4682;35950079000104;121001;2021-01-05;2019-12-30;FIP;GTIS ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2021-11-11;Cancelado;2021-11-11;;;;;;DANILO CHRISTÓFARO BARBIERI;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;23025053000162;APEX GROUP INVESTIMENTOS LTDA.
4714;36642570000122;120224;2020-12-02;2020-12-02;FIP;KNOX DEBT FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2020-12-21;2025-06-24;2026-04-01;2027-03-31;1010632649.83;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM
4723;36697081000178;120058;2020-05-29;2020-03-06;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA KAVOM;;Em Funcionamento Normal;2020-05-29;2025-06-26;2026-01-01;2026-12-31;60810814.96;2025-04-30;ROGÉRIO PENTEADO FELGUEIRAS;67030395000146;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;PJ;02622448000172;BLUE SOLUTIONS ASSET MANAGEMENT LTDA.
4728;36771037000160;120097;2020-08-20;2020-02-19;FIP;PARQUES FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2020-10-28;2025-06-25;2026-04-01;2027-03-31;70714030.18;2025-04-30;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;12147903000189;3Q ASSET LTDA
4777;37950686000191;120099;2020-08-21;2020-07-30;FIP;SANTENSE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2025-06-30;Cancelado;2025-06-30;;2025-01-01;2025-12-31;-575851.01;2024-12-31;ERNANE DIVINO DOS SANTOS ALVES;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;23025053000162;APEX GROUP INVESTIMENTOS LTDA.
4782;38057368000169;120094;2020-08-13;2020-07-10;FIP;PÁTRIA INFRAESTRUTURA BRASIL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;;Em Funcionamento Normal;2020-08-19;2025-05-28;2026-01-01;2026-12-31;70737093.79;2025-04-30;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
4788;38074629000159;120224;2020-11-17;2020-11-13;FIP;MEZ ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURADE RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-03-26;2025-06-10;2026-04-01;2027-03-31;54372357.55;2025-04-30;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;72027832000102;DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA
4795;38234336000191;120150;2020-10-22;2020-08-24;FIP;LYNX FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;2023-12-27;Cancelado;2023-12-27;;2024-06-01;2025-05-31;4978460.97;2023-09-30;CLAUDIA SIOLA CIANFARAN;00806535000154;PLANNER CORRETORA DE VALORES S.A.;PJ;11402234000181;4I CAPITAL LTDA
4797;38243225000141;120224;2020-12-21;2020-08-06;FIP;PATRIA INFRAESTRUTURA ENERGIA CORE FEEDER FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2021-01-12;2025-06-26;2026-03-01;2027-02-28;112632792.31;2025-04-30;CINTIA SANT'ANA DE OLIVEIRA;45246410000155;BANCO GENIAL S.A.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
4798;38249321000105;121152;2021-07-01;2020-08-24;FIP;CIDADE ILUMINADA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;2024-05-28;Cancelado;2024-05-28;;;;;;NILEIDE GUERRA DE ABREU;21046086000163;IDGR;PJ;21046086000163;IDGR
4834;39374648000163;120224;2020-12-04;2020-10-07;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA OMNIUM;2021-02-26;Cancelado;2021-02-26;;2021-01-01;2021-12-31;381544.05;2020-12-31;ARTUR MARTINS DE FIGUEIREDO;67030395000146;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;PJ;00806535000154;PLANNER CORRETORA DE VALORES S.A.
4841;39581809000190;120224;2020-12-28;2020-10-20;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA ENERGIAS RENOVÁVEIS II;2022-11-10;Cancelado;2022-11-10;;2023-04-01;2024-03-31;149054671.72;2022-09-30;DANILO CHRISTÓFARO BARBIERI;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;23025053000162;APEX GROUP INVESTIMENTOS LTDA.
4858;39883907000181;121117;2021-06-10;2021-06-10;FIP;N. SANEAMENTO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-09-10;2024-10-15;2026-04-01;2027-03-31;46968281.18;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;39267921000150;MONTE CAPITAL MANAGEMENT GESTORA DE RECURSOS S.A.
4874;40011359000189;121207;2021-08-18;2021-08-18;FIP;GUARÁ FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-08-20;2025-05-30;2026-01-01;2026-12-31;22082851.89;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;07625159000140;BTG PACTUAL GESTORA DE INVESTIMENTOS ALTERNATIVOS LTDA.
4879;40011427000100;121322;2021-11-29;2021-11-22;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA CASAFORTE SERRA VERDE;2022-06-27;Cancelado;2022-06-27;;;;;;ALLAN HADID;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;10594490000155;CASAFORTE INVESTIMENTOS S.A.
4888;40054782000166;121102;2021-05-24;2021-05-24;FIP;POLARIS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;;Em Funcionamento Normal;2021-09-06;2025-06-02;2026-02-01;2027-01-31;122384413.21;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;28153011000120;APOLO ADMINISTRACAO DE RECURSOS LTDA
4900;40141742000151;120224;2020-12-29;2020-12-03;FIP;PATRIA INFRAESTRUTURA ENERGIA CORE FEEDER II FUNDO DE INVESTIMENTO PARTICIPAÇÕES EM INFRAESTRUTURA;2026-02-27;Cancelado;2026-02-27;2025-06-26;2026-03-01;2027-02-28;23803549.37;2025-04-30;CINTIA SANT'ANA DE OLIVEIRA;45246410000155;BANCO GENIAL S.A.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
4918;40670231000127;121081;2021-04-26;2021-01-22;FIP;GERIBÁ MAIS ENERGIA I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESP LIMITADA;;Em Funcionamento Normal;2021-05-31;2025-03-24;2026-04-01;2027-03-31;272147735.97;2024-12-31;DOUGLAS FABRES PEZZIN;40888143000104;GV ATACAMA CAPITAL LTDA;PJ;10467534000186;GERIBÁ INVESTIMENTOS LTDA
4934;40884088000176;121032;2021-03-05;2021-01-29;FIP;ATHON ENERGIA ESG I FIP INFRAESTRUTURA - INVESTIMENTO SUSTENTÁVEL RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-07-20;2025-05-23;2026-01-01;2026-12-31;667189585.91;2025-04-30;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;23025053000162;APEX GROUP INVESTIMENTOS LTDA.
4939;40944264000118;121306;2021-11-22;2021-02-09;FIP;TAV-RJSP FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;2023-08-29;Cancelado;2023-08-29;;;;;;ARIANA RENATA PAVAN;13673855000125;OSLO DTVM;PJ;08157028000149;FRAM CAPITAL GESTÃO DE ATIVOS LTDA.
4946;40980983000194;121060;2021-04-01;2021-02-18;FIP;COLIBRI VERDE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-04-22;2025-06-25;2026-05-01;2027-04-30;863067973.87;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;07625159000140;BTG PACTUAL GESTORA DE INVESTIMENTOS ALTERNATIVOS LTDA.
4970;41063642000117;121077;2021-04-23;2021-04-23;FIP;PERFIN WATERS ADVISORY FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2021-07-22;Cancelado;2021-07-22;;;;;;ALLAN HADID;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;04232804000177;PERFIN INFRA ADMINISTRAÇÃO DE RECURSOS
4975;41082947000176;121072;2021-04-19;2021-04-19;FIP;VINCI INFRAESTRUTURA ÁGUA E SANEAMENTO STRATEGY FIP EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2021-09-14;2025-06-18;2026-03-01;2027-02-28;438343689.76;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;20859417000111;VINCI INFRAESTRUTURA GESTORA DE RECURSOS LTDA.
4987;41185259000131;121076;2021-04-22;2021-04-22;FIP;PERFIN MERCURY WATERS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2021-07-22;Cancelado;2021-07-22;;;;;;ALLAN HADID;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;04232804000177;PERFIN INFRA ADMINISTRAÇÃO DE RECURSOS
4989;41195840000134;121139;2021-06-24;2021-02-17;FIP;SOLAR FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA EM LIQUIDAÇÃO;;Em Liquidação;2026-03-24;2025-04-30;2026-03-01;2027-02-28;321327346.86;2024-12-31;DOUGLAS FABRES PEZZIN;40888143000104;GV ATACAMA CAPITAL LTDA;PJ;40888143000104;GV ATACAMA CAPITAL LTDA
5028;41545186000141;121290;2021-11-08;2021-02-17;FIP;WAVE FUNDO DE INVESTIMENTO EM  PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2021-11-30;2025-04-04;2026-03-01;2027-02-28;1034340.90;2025-04-30;DOUGLAS FABRES PEZZIN;40888143000104;GV ATACAMA CAPITAL LTDA;PJ;40888143000104;GV ATACAMA CAPITAL LTDA
5041;41714441000132;121283;2021-11-03;2021-10-22;FIP;AZEVEDO & TRAVASSOS INFRAESTRUTURA I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES;;Em Funcionamento Normal;2021-12-29;2024-08-14;2026-04-01;2027-03-31;83382281.21;2024-08-31;CLAUDIA SIOLA CIANFARAN;00806535000154;PLANNER CORRETORA DE VALORES S.A.;PJ;11402234000181;4I CAPITAL LTDA
5084;42196130000191;121315;2021-11-26;2021-11-25;FIP;ABADIA FUNDO DE INVESTIMENTO EM  PARTICIPAÇÕES EM INFRAESTRUTURA;2024-09-27;Cancelado;2024-09-27;;;;0.00;2023-04-30;RAMON PESSOA DANTAS;23863529000134;CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.;PJ;23863529000134;CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.
5128;42736004000182;121367;2021-12-29;2021-07-05;FIP;PCS II COSTA ESMERALDA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;;Em Funcionamento Normal;2022-08-11;2024-10-30;2026-01-01;2026-12-31;11128956.84;2025-08-31;ANA RACY PARENTE;32582247000150;FIDD ADMINISTRAÇÃO DE RECURSOS LTDA;PJ;53184854000131;PRISMA PRIVATE EQUITY LTDA.
5133;42754352000182;123071;2023-04-04;2023-04-04;FIP;KINEA EQUITY INFRA I PRIVATE FIP EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-10-05;2023-10-05;2026-04-01;2027-03-31;166389371.04;2024-08-31;ROBERTA ANCHIETA DA SILVA;62418140000131;INTRAG DTVM LTDA.;PJ;04661817000161;KINEA PRIVATE EQUITY INVESTIMENTOS S/A
5133;42754352000182;123071;2023-04-04;2023-04-04;FIP;KINEA EQUITY INFRA I PRIVATE FIP EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-10-05;2023-10-05;2026-04-01;2027-03-31;166389371.04;2024-08-31;ROBERTA ANCHIETA DA SILVA;62418140000131;INTRAG DTVM LTDA.;PJ;08604187000144;KINEA INVESTIMENTOS LTDA.
5141;42847106000175;122025;2022-01-28;2022-01-28;FIP;VINCI INFRAESTRUTURA TRANSPORTE E LOGÍSTICA FIP MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2022-05-18;2025-06-18;2026-03-01;2027-02-28;17622373.58;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;20859417000111;VINCI INFRAESTRUTURA GESTORA DE RECURSOS LTDA.
5144;42847153000119;121345;2021-12-09;2021-12-08;FIP;NAVI ENERGIAS SUSTENTÁVEIS FIP EM INFRAESTRUTURA - IS - RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2022-03-17;2025-06-06;2026-04-01;2027-03-31;64357229.48;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;34745508000130;NAVI YIELD - ADMINISTRADORA E GESTORA DE RECURSOS FINANCEIROS LTDA.
5148;42847217000181;122072;2022-03-17;2022-03-17;FIP;VINCI INFRAESTRUTURA TRANSPORTE E LOGÍTISCA II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA;2024-10-18;Cancelado;2024-10-18;;;;;;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;20859417000111;VINCI INFRAESTRUTURA GESTORA DE RECURSOS LTDA.
5159;42923063000160;121308;2021-11-24;2021-07-05;FIP;JATOBÁ FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM  INFRAESTRUTURA;;Em Funcionamento Normal;2021-12-29;2024-11-18;2026-01-01;2026-12-31;70614629.55;2025-04-30;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;30193431000182;ENGEFORM GESTÃO DE RECURSOS LTDA.
5180;43106883000121;122059;2022-03-15;2021-07-22;FIP;DAEMON HEMERA WTZ FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA ESG;2022-10-24;Cancelado;2022-10-24;;;;;;DANILO CHRISTÓFARO BARBIERI;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;10865161000100;DAEMON INVESTIMENTOS LTDA.
5192;43236479000172;121214;2021-08-26;2021-08-18;FIP;ARIEN ENERGY VENTURES I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESP LIMITADA;;Em Liquidação;2026-05-21;2025-06-30;2026-04-01;2027-03-31;6553378.16;2025-04-30;DAVID ROSSET;16695922000109;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;PJ;35255886000107;BPS CAPITAL GESTORA DE RECURSOS LTDA.
5208;43619322000126;121291;2021-11-09;2021-09-14;FIP;ELEA INFRAESTRUTURA - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;;Em Funcionamento Normal;2022-01-19;2025-10-01;2026-01-01;2026-12-31;143148319.71;2025-04-30;FABIO MAEYAMA;18313996000150;TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA;PJ;18313996000150;TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA
5221;43825544000103;121370;2021-12-29;2021-09-28;FIP;SERRA EÓLICA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2021-12-31;2024-11-21;2026-01-01;2026-12-31;606980931.68;2025-04-30;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;30193431000182;ENGEFORM GESTÃO DE RECURSOS LTDA.
5258;44345686000128;121324;2021-11-30;2021-11-18;FIP;BEP ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES  EM INFRAESTRUTURA;;Em Funcionamento Normal;2024-01-12;2024-04-22;2026-03-01;2027-02-28;722351.29;2024-08-31;SERGIO RICARDO QUINTELLA;42039298000193;MF PEPPER SERVIÇOS FINANCEIROS LTDA.;PJ;39526263000174;PATAGÔNIA CAPITAL GESTORA DE RECURSOS LTDA.
5277;44466492000180;122050;2022-03-02;2021-11-29;FIP;XP INFRA IV FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2022-08-22;2025-06-27;2026-01-01;2026-12-31;319644057.41;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;16789525000198;XP VISTA ASSET MANAGEMENT LTDA.
5294;44603155000198;122238;2022-09-27;2021-06-10;FIP;RZK ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA MULTIESTRATÉGIA;;Em Funcionamento Normal;2022-09-30;2025-06-20;2026-04-01;2027-03-31;353305047.23;2025-04-30;CLAUDIA SIOLA CIANFARAN;00806535000154;PLANNER CORRETORA DE VALORES S.A.;PJ;34989998000110;ERFOLG GESTORA DE RECURSOS S/A
5330;45144609000172;122156;2022-06-24;2022-06-24;FIP;MAV ENERGY FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2024-06-13;Cancelado;2024-06-13;;2025-04-01;2026-03-31;487157.13;2023-09-30;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;43705850000106;VINCI MAV GESTORA DE RECURSOS LTDA.
5333;45146203000129;122139;2022-06-08;2022-06-08;FIP;NOBEL SUSTAINABILITY BRAZIL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2022-09-14;Cancelado;2022-09-14;;;;;;ALLAN HADID;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;43406559000129;TORRE DE MARFIM ASSET LTDA
5338;45147035000196;122155;2022-06-23;2022-06-23;FIP;ROAD FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2022-06-29;2025-06-25;2026-05-01;2027-04-30;842639473.11;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;07625159000140;BTG PACTUAL GESTORA DE INVESTIMENTOS ALTERNATIVOS LTDA.
5340;45163780000129;122144;2022-06-13;2022-06-13;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA SOLAR II RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2022-10-05;2025-07-01;2026-03-01;2027-02-28;233447399.58;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;10594490000155;CASAFORTE INVESTIMENTOS S.A.
5370;45829737000150;122166;2022-07-01;2022-03-23;FIP;CLASSE A INFRAESTRUTURA RESP LIMITADA DO PÁTRIA INFRAESTRUTURA ENERGIA RENDA CORE FIP EM INFRA;;Em Funcionamento Normal;2022-08-03;2024-09-20;2026-03-01;2027-02-28;720091182.18;2024-08-31;CINTIA SANT'ANA DE OLIVEIRA;45246410000155;BANCO GENIAL S.A.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
